T00007	eco	Escherichia coli K-12 MG1655
T00223	det	Dehalococcoides mccartyi 195
T00273	deh	Dehalococcoides mccartyi CBDB1
T00518	deb	Dehalococcoides mccartyi BAV1
T01136	dev	Dehalococcoides mccartyi VS
T01182	deg	Dehalococcoides mccartyi GT
T02475	dmc	Dehalococcoides mccartyi BTF08
T02476	dmd	Dehalococcoides mccartyi DCMB5
T02938	dmg	Dehalococcoides mccartyi GY50
T03647	dmx	Dehalococcoides mccartyi CG1
T03648	dmy	Dehalococcoides mccartyi CG4
T03649	dmz	Dehalococcoides mccartyi CG5
T03880	duc	Dehalococcoides sp. UCH007
T01264	dly	Dehalogenimonas lykanthroporepellens
T03938	dew	Dehalogenimonas sp. WBC-2
T04654	dfo	Dehalogenimonas formicexedens
T08265	deth	Candidatus Dehalogenimonas etheniformans
T00542	rrs	Roseiflexus sp. RS-1
T00585	rca	Roseiflexus castenholzii
T00639	cau	Chloroflexus aurantiacus
T00859	chl	Chloroflexus aurantiacus Y-400-fl
T00824	cag	Chloroflexus aggregans
T00614	hau	Herpetosiphon aurantiacus
T00845	tro	Thermomicrobium roseum
T01128	sti	Sphaerobacter thermophilus
T01410	atm	Anaerolinea thermophila
T04881	abat	Brevefilum fermentans
T05783	psub	Pelolinea submarina
T08293	lek	Leptolinea sp. HRD-7
T04463	abao	Anaerolineaceae bacterium oral taxon 439
T01797	cap	Caldilinea aerophila
T05438	pbf	Candidatus Promineofilum breve
T05969	kbs	Ktedonobacterales bacterium SCAWS-G2
T06308	tbh	Tepidiforma bonchosmolovskayae
T07254	thug	Thermoflexus hugenholtzii
T01134	ttr	Thermobaculum terrenum
T07940	pmet	Phototrophicus methaneseepsis
T00025	dra	Deinococcus radiodurans
T00353	dge	Deinococcus geothermalis
T00880	ddr	Deinococcus deserti
T01412	dmr	Deinococcus maricopensis
T01426	dpt	Deinococcus proteolyticus
T01827	dgo	Deinococcus gobiensis
T02381	dpd	Deinococcus peraridilitoris
T03508	dsw	Deinococcus radiopugnans
T04233	dch	Deinococcus soli
T04259	dab	Deinococcus actinosclerus
T04339	dpu	Deinococcus puniceus
T05530	dez	Deinococcus irradiatisoli
T05579	dwu	Deinococcus wulumuqiensis
T05674	dfc	Deinococcus ficus
T06226	dein	Deinococcus sp. AJ005
T06640	dga	Deinococcus grandis
T07550	dph	Deinococcus psychrotolerans
T07688	drd	Deinococcus radiophilus
T01254	tra	Truepera radiovictrix
T00170	tth	Thermus thermophilus HB27
T00220	ttj	Thermus thermophilus HB8
T01867	tts	Thermus thermophilus SG0.5JP17-16
T02009	ttl	Thermus thermophilus JL-18
T01414	tsc	Thermus scotoductus
T01866	thc	Thermus sp. CCB_US3_UF1
T02346	tos	Thermus oshimai
T04117	taq	Thermus aquaticus
T04274	tpar	Thermus parvatiensis
T04600	tbc	Thermus brockianus
T07371	tant	Thermus antranikianii
T01193	mrb	Meiothermus ruber DSM 1279
T02636	mre	Meiothermus ruber DSM 1279
T01246	msv	Meiothermus silvanus
T05633	mtai	Meiothermus taiwanensis
T01369	opr	Oceanithermus profundus
T01457	mhd	Marinithermus hydrothermalis
T02699	ccz	Chthonomonas calidirosea
T03038	fgi	Fimbriimonas ginsengisoli
T07108	npy	Candidatus Nitrosymbiomonas proteolyticus
T00017	ctr	Chlamydia trachomatis D/UW-3/CX
T01900	ctd	Chlamydia trachomatis D-EC
T01901	ctf	Chlamydia trachomatis D-LC
T02551	ctrd	Chlamydia trachomatis D/SotonD1
T02560	ctro	Chlamydia trachomatis D/SotonD5
T02561	ctrt	Chlamydia trachomatis D/SotonD6
T00280	cta	Chlamydia trachomatis A/HAR-13
T01707	cty	Chlamydia trachomatis A2497
T02094	cra	Chlamydia trachomatis A2497
T02562	ctrq	Chlamydia trachomatis A/363
T02563	ctrx	Chlamydia trachomatis A/5291
T02564	ctrz	Chlamydia trachomatis A/7249
T02557	ctrp	Chlamydia trachomatis L1/1322/p2
T02569	ctlj	Chlamydia trachomatis L1/115
T02570	ctlx	Chlamydia trachomatis L1/224
T02571	ctll	Chlamydia trachomatis L1/440/LN
T00645	ctb	Chlamydia trachomatis 434/Bu
T02559	ctrr	Chlamydia trachomatis L2/25667R
T02621	ctlf	Chlamydia trachomatis L2/434/Bu(f)
T02622	ctli	Chlamydia trachomatis L2/434/Bu(i)
T00646	ctl	Chlamydia trachomatis L2b/UCH-1/proctitis
T02548	ctru	Chlamydia trachomatis L2b/UCH-2
T02549	ctrl	Chlamydia trachomatis L2b/LST
T02554	ctrv	Chlamydia trachomatis L2b/CV204
T02558	ctrm	Chlamydia trachomatis L2b/Ams1
T02574	ctla	Chlamydia trachomatis L2b/Ams2
T02575	ctlm	Chlamydia trachomatis L2b/Ams3
T02576	ctls	Chlamydia trachomatis L2b/Ams4
T02577	ctlz	Chlamydia trachomatis L2b/Ams5
T02567	ctlc	Chlamydia trachomatis L2b/Canada1
T02568	ctln	Chlamydia trachomatis L2b/Canada2
T02572	ctlb	Chlamydia trachomatis L2b/795
T02573	ctlq	Chlamydia trachomatis L2b/8200/07
T01574	cto	Chlamydia trachomatis L2c
T02550	ctrn	Chlamydia trachomatis L3/404/LN
T00960	ctj	Chlamydia trachomatis B/Jali20/OT
T01327	ctz	Chlamydia trachomatis B/TZ1A828/OT
T01902	ctg	Chlamydia trachomatis E/11023
T01903	ctk	Chlamydia trachomatis E/150
T01966	csw	Chlamydia trachomatis Sweden2
T02164	ces	Chlamydia trachomatis E/SW3
T02547	ctrb	Chlamydia trachomatis E/Bour
T02555	ctre	Chlamydia trachomatis E/SotonE4
T02556	ctrs	Chlamydia trachomatis E/SotonE8
T03168	ctec	Chlamydia trachomatis E/C599
T02165	cfs	Chlamydia trachomatis F/SW4
T02166	cfw	Chlamydia trachomatis F/SW5
T03169	ctfw	Chlamydia trachomatis F/SWFPminus
T02552	ctrf	Chlamydia trachomatis F/SotonF3
T02805	ctch	Chlamydia trachomatis F/11-96
T01904	ctn	Chlamydia trachomatis G/11074
T01905	ctq	Chlamydia trachomatis G/11222
T01906	ctv	Chlamydia trachomatis G/9301
T01907	ctw	Chlamydia trachomatis G/9768
T02553	ctrg	Chlamydia trachomatis G/SotonG1
T02493	ctri	Chlamydia trachomatis IU824
T02540	ctra	Chlamydia trachomatis IU888
T02565	ctrh	Chlamydia trachomatis Ia/SotonIa1
T02566	ctrj	Chlamydia trachomatis Ia/SotonIa3
T02546	ctrk	Chlamydia trachomatis K/SotonK1
T02762	ctjt	Chlamydia trachomatis J/6276tet1
T02763	ctcf	Chlamydia trachomatis RC-F/69
T02764	ctfs	Chlamydia trachomatis RC-F(s)/342
T02765	cthf	Chlamydia trachomatis RC-F(s)/852
T02766	ctcj	Chlamydia trachomatis RC-J/943
T02767	cthj	Chlamydia trachomatis RC-J/953
T02768	ctmj	Chlamydia trachomatis RC-J/966
T02769	cttj	Chlamydia trachomatis RC-J/971
T02770	ctjs	Chlamydia trachomatis RC-J(s)/122
T02771	ctrc	Chlamydia trachomatis RC-L2/55
T02772	ctrw	Chlamydia trachomatis RC-L2(s)/3
T02773	ctry	Chlamydia trachomatis RC-L2(s)/46
T02966	ctct	Chlamydia trachomatis C/TW-3
T00028	cmu	Chlamydia muridarum Nigg
T03671	cmur	Chlamydia muridarum Nigg CM972
T03206	cmn	Chlamydia muridarum Nigg 2 MCR
T03404	cmm	Chlamydia muridarum Nigg3 clone G0.1.1
T03405	cmg	Chlamydia muridarum Nigg3 clone G28.38.1
T03505	cmx	Chlamydia muridarum Nigg3
T03684	cmz	Chlamydia muridarum Nigg3 CMUT3-5
T00021	cpn	Chlamydia pneumoniae CWL029
T00029	cpa	Chlamydia pneumoniae AR39
T00032	cpj	Chlamydia pneumoniae J138
T00136	cpt	Chlamydia pneumoniae TW-183
T01859	clp	Chlamydia pneumoniae LPCoLN
T01466	cpm	Chlamydia pecorum E58
T02853	cpec	Chlamydia pecorum P787
T02854	cpeo	Chlamydia pecorum PV3056/3
T02855	cper	Chlamydia pecorum W73
T01481	chp	Chlamydia psittaci 6BC
T02097	chb	Chlamydia psittaci 6BC
T01860	chs	Chlamydia psittaci 01DC11
T01861	chi	Chlamydia psittaci 02DC15
T01862	cht	Chlamydia psittaci 08DC60
T01863	chc	Chlamydia psittaci C19/98
T02153	chr	Chlamydia psittaci RD1
T02251	cpsc	Chlamydia psittaci CP3
T02252	cpsn	Chlamydia psittaci NJ1
T02308	cpsb	Chlamydia psittaci 84/55
T02309	cpsg	Chlamydia psittaci GR9
T02310	cpsm	Chlamydia psittaci M56
T02311	cpsi	Chlamydia psittaci MN
T02312	cpsv	Chlamydia psittaci VS225
T02313	cpsw	Chlamydia psittaci WC
T02314	cpst	Chlamydia psittaci WS/RT/E30
T02343	cpsd	Chlamydia psittaci 01DC12
T02450	cpsa	Chlamydia psittaci Mat116
T03069	cav	Chlamydia avium
T00125	cca	Chlamydia caviae
T00242	cab	Chlamydia abortus S26/3
T03773	cabo	Chlamydia abortus AB7
T00332	cfe	Chlamydia felis Fe/C-56
T04276	cgz	Chlamydia gallinacea
T05716	chla	Chlamydia poikilotherma
T07130	csui	Chlamydia suis
T07542	cbue	Chlamydia buteonis
T08163	csee	Chlamydia serpentis
T00172	pcu	Candidatus Protochlamydia amoebophila
T04212	pnl	Candidatus Protochlamydia naegleriophila
T01552	puv	Parachlamydia acanthamoebae
T05849	ney	Neochlamydia sp. S13
T01255	wch	Waddlia chondrophila
T01559	sng	Simkania negevensis
T07398	rhaw	Candidatus Rhabdochlamydia oedothoracis
T07448	rpor	Candidatus Rhabdochlamydia porcellionis
T00689	ote	Opitutus terrae
T04567	obg	Lacunisphaera limnophila
T05426	vbh	Nibricoccus aquaticus HZ-65
T07405	ole	Oleiharenicola sp. KSB-15
T03683	obt	Opitutaceae bacterium TAV5
T01204	caa	Coraliomargarita akajimensis
T07427	rufi	Ruficoccus sp. ZRK36
T00736	amu	Akkermansia muciniphila
T04551	agl	Akkermansia glycaniphila
T06460	roo	Roseimicrobium sp. ORNL1
T06562	luo	Luteolibacter luteus
T07769	lamb	Luteolibacter ambystomatis
T07818	soa	Sulfuriroseicoccus oceanibius
T04108	xii	Candidatus Xiphinematobacter sp. Idaho Grape
T00727	min	Methylacidiphilum infernorum
T06102	mkc	Methylacidiphilum kamchatkense
T06915	meap	Methylacidimicrobium sp. AP8
T06931	psup	Candidatus Pinguicoccus supinus
T03830	vba	Verrucomicrobia bacterium IMCC26134
T05990	vbs	Verrucomicrobia bacterium S94
T00134	rba	Rhodopirellula baltica
T01147	psl	Pirellula staleyi
T04360	pir	Pirellula sp. SH-Sr6A
T06179	rul	Roseimaritima ulvae
T07409	rml	Roseimaritima multifibrata
T06181	mff	Mariniblastus fucicola
T06941	rol	Rosistilla oblonga
T06948	ahel	Aureliella helgolandensis
T06949	lcre	Lignipirellula cremea
T07027	aagg	Anatilimnocola aggregata
T06456	bvo	Bremerella volcania
T07352	rlc	Rubripirellula lacrimiformis
T05034	ttf	Thermogutta terrifontis
T06590	lpav	Lacipirellula parvula
T06952	amuc	Aeoliella mucimassa
T06953	pnd	Pirellulimonas nuda
T07351	amob	Adhaeretor mobilis
T01225	plm	Planctopirus limnophila
T06220	peh	Planctopirus ephydatiae
T01431	pbs	Rubinisphaera brasiliensis
T04354	pls	Planctomyces sp. SH-PL14
T04401	plh	Planctomyces sp. SH-PL62
T04678	fmr	Fuerstiella marisgermanici
T06180	gmr	Gimesia maris
T06296	gim	Gimesia benthica
T07079	gpn	Gimesia panareensis
T06940	mri	Maioricimonas rarisocia
T06944	sdyn	Symmachiella dynata
T06945	plon	Polystyrenella longa
T04358	ges	Gemmata sp. SH-PL17
T05475	gog	Gemmata obscuriglobus
T06634	gms	Gemmata massiliana
T06428	tim	Tuwongella immobilis
T06556	lrs	Limnoglobus roseus
T06871	ftj	Frigoriglobus tundricola
T07028	uli	Urbifossiella limnaea
T07229	tsph	Telmatocola sphagniphila
T01407	ipa	Isosphaera pallida
T02393	saci	Singulisphaera acidiphila
T04622	pbor	Paludisphaera borealis
T06184	agv	Aquisphaera giovannonii
T05435	kst	Candidatus Kuenenia stuttgartiensis
T07026	broc	Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2
T07694	bpit	Candidatus Brocadia pituitae
T07848	jet	Candidatus Jettenia sp.
T01800	phm	Phycisphaera mikurensis
T06996	pcor	Poriferisphaera corsica
T07838	mcad	Mucisphaera calidilacus
T04695	pbu	Sedimentisphaera cyanobacteriorum L21-RPul-D3
T05439	pbp	Sedimentisphaera salicampi
T04749	pbas	Limihaloglobus sulfuriphilus
T06331	alus	Anaerohalosphaera lusitana
T07075	hbs	Humisphaera borealis
T07685	uam	Candidatus Uabimicrobium amorphum
T04225	vbl	Kiritimatiella glycovorans
T07773	taer	Tichowtungia aerotolerans
T05502	vbc	Victivallales bacterium CCUG 44730
T05804	vai	Candidatus Velamenicoccus archaeovorus
T00012	bbu	Borreliella burgdorferi B31
T00807	bbz	Borreliella burgdorferi ZS7
T02075	bbn	Borreliella burgdorferi N40
T02081	bbj	Borreliella burgdorferi JD1
T02794	bbur	Borreliella burgdorferi CA382
T00194	bga	Borrelia garinii subsp. bavariensis
T02048	bgb	Borreliella garinii BgVir
T02299	bgn	Borreliella garinii NMJW1
T03259	bgs	Borreliella garinii SZ
T04731	bgc	Borreliella garinii CIP 103362
T00383	baf	Borrelia afzelii (FLI)
T02093	bafz	Borrelia afzelii (Maryland)
T02298	bafh	Borreliella afzelii HLJ01
T03256	baft	Borreliella afzelii Tom3107
T03895	bafe	Borreliella afzelii K78
T01593	bbs	Borreliella bissettii
T03221	bvt	Borreliella valaisiana
T03543	bchi	Borreliella chilensis
T04886	bmay	Borreliella mayonii
T00737	btu	Borrelia turicatae
T00764	bhr	Borrelia hermsii DAH
T03871	bhi	Borrelia hermsii CC1
T00768	bdu	Borrelia duttonii
T00769	bre	Borrelia recurrentis
T02051	bcw	Borrelia crocidurae
T02797	bmo	Borrelia miyamotoi LB-2001
T03577	bmiy	Borrelia miyamotoi CT14D4
T03987	bpak	Borrelia parkeri
T04727	bane	Borrelia anserina
T05670	btur	Borrelia turcica
T07005	bmat	Borrelia maritima
T08173	bcoi	Borrelia coriaceae
T08229	bpur	Borrelia puertoricensis
T00016	tpa	Treponema pallidum subsp. pallidum Nichols
T02709	tpw	Treponema pallidum subsp. pallidum Nichols
T00716	tpp	Treponema pallidum subsp. pallidum SS14
T01748	tpu	Treponema pallidum subsp. pallidum DAL-1
T01868	tph	Treponema pallidum subsp. pallidum Chicago
T02273	tpo	Treponema pallidum subsp. pallidum Mexico A
T03185	tpas	Treponema pallidum subsp. pallidum Sea 81-4
T01749	tpc	Treponema pallidum subsp. pertenue CDC2
T01750	tpg	Treponema pallidum subsp. pertenue Gauthier
T01751	tpm	Treponema pallidum subsp. pertenue SamoaD
T02651	tpb	Treponema pallidum Fribourg-Blanc
T00157	tde	Treponema denticola
T01461	tsu	Treponema succinifaciens
T01489	tbe	Treponema brennaborense
T01507	tpi	Treponema primitia
T01555	tpl	Treponema paraluiscuniculi
T02803	tped	Treponema pedis
T03278	tpk	Treponema putidum
T03454	trm	Treponema sp. OMZ 838
T06342	tphg	Treponema phagedenis
T06435	trz	Treponema vincentii
T06877	trc	Treponema rectale
T07166	tri	Treponema ruminis
T07199	tpav	Treponema parvum
T07695	tmed	Treponema medium
T07715	tper	Treponema peruense
T08383	tsk	Treponema socranskii subsp. buccale
T08309	bpaa	Brucepastera parasyntrophica
T01287	ssm	Sediminispirochaeta smaragdinae
T01315	sta	Spirochaeta thermophila DSM 6192
T02016	stq	Spirochaeta thermophila DSM 6578
T01811	sfc	Spirochaeta africana
T06210	sper	Thiospirochaeta perfilievii
T03013	slr	Salinispira pacifica
T06177	ock	Oceanispirochaeta crateris
T01439	sbu	Sphaerochaeta globosa
T01469	scc	Sphaerochaeta coccoides
T01673	sgp	Sphaerochaeta pleomorpha
T08141	sass	Sphaerochaeta associata
T01506	taz	Leadbettera azotonutricia
T01573	scd	Gracilinema caldarium
T07248	bhc	Breznakiella homolactica
T00098	lil	Leptospira interrogans serovar Lai 56601
T01983	lie	Leptospira interrogans serovar Lai IPAV
T00166	lic	Leptospira interrogans serovar Copenhageni
T03859	lis	Leptospira interrogans serovar Linhai
T00404	lbj	Leptospira borgpetersenii JB197
T00405	lbl	Leptospira borgpetersenii L550
T00693	lbi	Leptospira biflexa serovar Patoc Patoc 1 (Paris)
T00712	lbf	Leptospira biflexa serovar Patoc Patoc 1 (Ames)
T03999	lst	Leptospira santarosai
T04558	laj	Leptospira tipperaryensis
T05598	lmay	Leptospira mayottensis
T05705	lkm	Leptospira kmetyi
T06081	lwl	Leptospira weilii
T07530	lkb	Leptospira kobayashii
T08353	lno	Leptospira noguchii
T02157	tpx	Turneriella parva
T00865	bhy	Brachyspira hyodysenteriae WA1
T04742	bhd	Brachyspira hyodysenteriae ATCC 27164
T01229	brm	Brachyspira murdochii
T01278	bpo	Brachyspira pilosicoli 95/1000
T02225	bpj	Brachyspira pilosicoli B2904
T02387	bpip	Brachyspira pilosicoli P43/6/78
T02412	bpw	Brachyspira pilosicoli WesB
T01847	bip	Brachyspira intermedia
T05655	bhp	Brachyspira hampsonii
T00352	aba	Candidatus Koribacter versatilis
T00868	aca	Acidobacterium capsulatum
T01411	acm	Granulicella tundricola
T01664	gma	Granulicella mallensis
T06415	grw	Granulicella sp. WH15
T08433	grb	Granulicella sp. 5B5
T01408	tsa	Terriglobus saanensis
T02140	trs	Terriglobus roseus
T06135	talb	Terriglobus albidus
T05576	abas	Acidisarcina polymorpha
T06408	eda	Edaphobacter sp. 12200R-103
T08177	adin	Alloacidobacterium dinghuense
T00412	sus	Candidatus Solibacter usitatus
T06895	pfer	Paludibaculum fermentans
T01629	ctm	Chloracidobacterium thermophilum
T07355	cvl	Chloracidobacterium validum
T07464	chlo	Chloracidobacterium sp. MS 40/45
T04394	abac	Luteitalea pratensis
T06993	thyd	Thermotomaculum hydrothermale
T07864	scor	Sulfidibacter corallicola
T00741	emi	Elusimicrobium minutum
T03965	epo	Endomicrobium proavitum
T05087	eti	Candidatus Endomicrobium trichonymphae Rs-D17
T00755	rsd	Candidatus Endomicrobium trichonymphae Rs-D17
T00077	fnu	Fusobacterium nucleatum subsp. nucleatum ATCC 25586
T02822	fnc	Fusobacterium nucleatum subsp. vincentii 3_1_36A2
T03625	fnt	Fusobacterium nucleatum subsp. vincentii 3_1_27
T02680	fus	Fusobacterium nucleatum subsp. animalis 4_8
T03612	fne	Fusobacterium nucleatum subsp. animalis 7_1
T04183	fhw	Fusobacterium hwasookii
T05232	fpd	Fusobacterium pseudoperiodonticum
T05280	fva	Fusobacterium varium
T05433	ful	Fusobacterium ulcerans
T05444	fmo	Fusobacterium mortiferum
T05460	fgo	Fusobacterium gonidiaformans
T06168	fnf	Fusobacterium necrophorum subsp. funduliforme
T06291	fpei	Fusobacterium periodonticum
T07213	fci	Fusobacterium canifelinum
T01337	ipo	Ilyobacter polytropus
T08261	csom	Cetobacterium somerae
T00975	lba	Leptotrichia buccalis
T04044	leo	Leptotrichia sp. oral taxon 212
T04653	lot	Leptotrichia sp. oral taxon 847
T04995	leq	Leptotrichia sp. oral taxon 498
T06149	lhf	Leptotrichia hofstadii
T06589	lsz	Leptotrichia shahii
T06709	lhg	Leptotrichia hongkongensis
T06733	lte	Leptotrichia trevisanii
T06741	lwd	Leptotrichia wadei
T06508	lgo	Pseudoleptotrichia goodfellowii
T01123	str	Sebaldella termitidis
T01125	smf	Streptobacillus moniliformis
T03854	sns	Sneathia vaginalis
T01129	tai	Thermanaerovibrio acidaminovorans
T01202	aco	Aminobacterium colombiense
T01644	tli	Thermovirga lienii
T02151	amo	Acetomicrobium mobile
T02602	sbr	Fretibacterium fastidiosum
T04453	cpor	Cloacibacillus porcorum
T08073	ppio	Pyramidobacter piscolens
T01099	fsu	Fibrobacter succinogenes
T02105	fsc	Fibrobacter succinogenes
T00878	gau	Gemmatimonas aurantiaca
T04580	gph	Gemmatimonas phototrophica
T07783	ggr	Gemmatimonas groenlandica
T03025	gba	Gemmatirosa kalamazoonensis
T00122	bth	Bacteroides thetaiotaomicron VPI-5482
T04540	btho	Bacteroides thetaiotaomicron 7330
T00202	bfr	Bacteroides fragilis YCH46
T00239	bfs	Bacteroides fragilis NCTC 9343
T01691	bfg	Bacteroides fragilis 638R
T03897	bfb	Bacteroides fragilis BOB25
T01393	bhl	Bacteroides helcogenes
T02579	bxy	Bacteroides xylanisolvens
T04113	boa	Bacteroides ovatus
T04116	bcel	Bacteroides cellulosilyticus
T05064	bcac	Bacteroides caccae
T05202	bcae	Bacteroides caecimuris
T05371	bzg	Bacteroides zoogleoformans
T05405	bhf	Bacteroides heparinolyticus
T06090	bis	Bacteroides intestinalis
T06523	bun	Bacteroides uniformis
T07755	beg	Bacteroides eggerthii
T07883	bste	Bacteroides stercoris
T07899	bfe	Bacteroides faecis
T07941	bno	Bacteroides nordii
T08258	bhum	Bacteroides humanifaecis
T00546	bvu	Phocaeicola vulgatus
T01433	bsa	Phocaeicola salanitronis
T03262	bdo	Phocaeicola dorei HS1_L_1_B_010
T03263	bdh	Phocaeicola dorei HS1_L_3_B_079
T07209	pcop	Phocaeicola coprophilus
T00145	pgi	Porphyromonas gingivalis W83
T00714	pgn	Porphyromonas gingivalis ATCC 33277
T01516	pgt	Porphyromonas gingivalis TDC60
T01485	pah	Porphyromonas asaccharolytica
T05510	pcre	Porphyromonas crevioricanis
T06514	pcag	Porphyromonas cangingivalis
T08002	pend	Porphyromonas endodontalis
T08199	psoe	Porphyromonas somerae
T03818	pbt	Fermentimonas caenicola
T04553	pmuc	Petrimonas mucosa
T05132	pet	Petrimonas sp. IBARAKI
T04672	psac	Proteiniphilum saccharofermentans
T08430	proj	Proteiniphilum sp. JNU-WLY501
T06482	dys	Dysgonomonas sp. HDW5A
T00792	aps	Candidatus Azobacteroides pseudotrichonymphae
T01362	ppn	Paludibacter propionicigenes
T00549	pdi	Parabacteroides distasonis
T05011	parc	Parabacteroides sp. CT06
T07751	pmer	Parabacteroides merdae
T07780	pgol	Parabacteroides goldsteinii
T07907	pjo	Parabacteroides johnsonii
T01682	tfo	Tannerella forsythia
T04474	toh	Tannerella serpentiformis
T04438	pary	Muribaculum intestinale
T05963	dun	Duncaniella sp. B8
T02986	bvs	Barnesiella viscericola
T06867	copr	Coprobacter secundus subsp. similis
T01428	osp	Odoribacter splanchnicus
T05785	buy	Butyricimonas faecalis
T07173	bvir	Butyricimonas virosa
T01212	pru	Prevotella ruminicola
T01286	pmz	Prevotella melaninogenica
T01459	pdn	Prevotella denticola
T02058	pit	Prevotella intermedia
T02403	pdt	Prevotella dentalis
T02809	pro	Prevotella sp. oral taxon 299
T04032	pfus	Prevotella fusca
T04173	peo	Prevotella enoeca
T05287	pje	Prevotella jejuni
T06067	poc	Prevotella oris
T07424	pni	Prevotella nigrescens
T07481	pmuf	Prevotella multiformis
T07498	phis	Prevotella histicola
